,time,assetCode,assetName,volume,open,close,result,binary_result,provider,sentimentClass,sentimentNegative,sentimentNeutral,sentimentPositive,urgency,firstMentionSentence,bodySize,wordCount,sentenceCount
7725,2007-04-25,ASH.N,Ashland Global Holdings Inc,704539.0,60.01,61.66,1.6499999999999986,1.0,RTRS,0.0,0.0240018,0.9275469999999999,0.0484511,1.0,1.0,0.0,15.0,1.0
7726,2007-04-25,ASH.N,Ashland Global Holdings Inc,704539.0,60.01,61.66,1.6499999999999986,1.0,RTRS,-1.0,0.8191430000000001,0.125228,0.0556283,1.0,1.0,0.0,20.0,1.0
7727,2007-04-25,ASH.N,Ashland Global Holdings Inc,704539.0,60.01,61.66,1.6499999999999986,1.0,RTRS,1.0,0.0224721,0.151049,0.8264790000000001,1.0,1.0,0.0,12.0,1.0
7728,2007-04-25,ASH.N,Ashland Global Holdings Inc,704539.0,60.01,61.66,1.6499999999999986,1.0,RTRS,-1.0,0.816307,0.126896,0.0567966,1.0,1.0,0.0,23.0,1.0
7729,2007-04-25,ASH.N,Ashland Global Holdings Inc,704539.0,60.01,61.66,1.6499999999999986,1.0,RTRS,0.0,0.13977,0.618088,0.242141,1.0,1.0,0.0,7.0,1.0
7730,2007-04-25,ASH.N,Ashland Global Holdings Inc,704539.0,60.01,61.66,1.6499999999999986,1.0,RTRS,0.0,0.0164253,0.806599,0.176976,1.0,1.0,0.0,10.0,1.0
7731,2007-04-25,ASH.N,Ashland Global Holdings Inc,704539.0,60.01,61.66,1.6499999999999986,1.0,RTRS,0.0,0.016155700000000002,0.806295,0.177549,1.0,1.0,0.0,11.0,1.0
7732,2007-04-25,ASH.N,Ashland Global Holdings Inc,704539.0,60.01,61.66,1.6499999999999986,1.0,RTRS,0.0,0.27018200000000003,0.548686,0.181132,3.0,1.0,630.0,129.0,5.0
7733,2007-04-25,ASH.N,Ashland Global Holdings Inc,704539.0,60.01,61.66,1.6499999999999986,1.0,RTRS,-1.0,0.576666,0.24773299999999998,0.175602,3.0,1.0,1213.0,229.0,9.0
7736,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,0.0,0.0169587,0.924226,0.05881569999999999,3.0,21.0,4641.0,934.0,91.0
7737,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,1.0,0.0071456,0.43998699999999996,0.552868,1.0,1.0,0.0,16.0,2.0
7738,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,1.0,0.32216500000000003,0.22039299999999998,0.457442,3.0,1.0,786.0,160.0,6.0
7739,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,-1.0,0.653109,0.21284899999999998,0.134042,3.0,1.0,1634.0,301.0,14.0
7740,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,-1.0,0.632382,0.223065,0.144553,3.0,1.0,1672.0,312.0,15.0
7741,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,1.0,0.00694159,0.437497,0.555561,1.0,1.0,0.0,14.0,1.0
7742,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,0.0,0.020187,0.9209430000000001,0.0588702,1.0,1.0,0.0,13.0,1.0
7743,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,0.0,0.340864,0.360225,0.29891100000000004,3.0,1.0,882.0,182.0,6.0
7744,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,-1.0,0.698836,0.190901,0.11026300000000001,3.0,1.0,1735.0,324.0,14.0
7745,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,-1.0,0.682334,0.1992,0.118466,3.0,1.0,1772.0,335.0,15.0
7746,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,-1.0,0.7507060000000001,0.170159,0.0791352,3.0,7.0,1394.0,240.0,11.0
7747,2007-04-25,ASX.N,ASE Technology Holding Co Ltd,654200.0,6.27,6.19,-0.07999999999999918,0.0,RTRS,1.0,0.0955465,0.154374,0.75008,3.0,1.0,3221.0,581.0,25.0
7750,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,8.0,1.0
7751,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,1.0,0.00684164,0.436251,0.5569069999999999,1.0,1.0,0.0,13.0,1.0
7752,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,0.0,0.016155700000000002,0.806295,0.177549,1.0,1.0,0.0,11.0,1.0
7753,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,0.0,0.015940299999999998,0.8057350000000001,0.178325,1.0,1.0,0.0,12.0,1.0
7754,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,0.0,0.177846,0.60942,0.212734,1.0,1.0,0.0,15.0,1.0
7755,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,BSW,1.0,0.0944041,0.15400899999999998,0.751586,3.0,1.0,39185.0,5534.0,173.0
7756,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,1.0,0.10215,0.335383,0.562466,1.0,1.0,0.0,28.0,1.0
7757,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,1.0,0.09766169999999999,0.323203,0.579136,1.0,1.0,0.0,21.0,1.0
7758,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,1.0,0.032477,0.11999100000000001,0.847532,3.0,1.0,821.0,150.0,5.0
7759,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,1.0,0.269177,0.18528,0.545543,3.0,1.0,1713.0,318.0,14.0
7760,2007-04-25,ATI.N,Allegheny Technologies Inc,5789925.0,120.06,112.89,-7.170000000000002,0.0,RTRS,1.0,0.0333808,0.120848,0.8457709999999999,3.0,1.0,871.0,164.0,5.0
7761,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,0.0,0.138851,0.618213,0.242936,1.0,1.0,0.0,8.0,1.0
7762,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,7.0,1.0
7763,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,0.0,0.17661300000000002,0.609793,0.213594,1.0,1.0,0.0,12.0,1.0
7764,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,11.0,1.0
7765,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,0.0,0.155444,0.615293,0.229262,1.0,1.0,0.0,13.0,1.0
7766,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,0.0,0.016155700000000002,0.806295,0.177549,1.0,1.0,0.0,11.0,1.0
7767,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,0.0,0.0164253,0.806599,0.176976,1.0,1.0,0.0,10.0,1.0
7768,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,0.0,0.016155700000000002,0.806295,0.177549,1.0,1.0,0.0,11.0,1.0
7769,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,-1.0,0.369539,0.367679,0.262781,3.0,1.0,552.0,111.0,2.0
7770,2007-04-25,ATMI.O,Entegris Professional Solutions Inc,1219073.0,30.0,32.04,2.039999999999999,1.0,RTRS,0.0,0.272453,0.549197,0.17835,3.0,1.0,969.0,195.0,4.0
7776,2007-04-25,AU.N,AngloGold Ashanti Ltd,627500.0,45.78,46.3,0.519999999999996,1.0,RTRS,1.0,0.276109,0.173577,0.5503140000000001,3.0,9.0,2639.0,454.0,18.0
7777,2007-04-25,AUO.N,AU Optronics Corp,2078400.0,16.33,16.36,0.030000000000001137,1.0,RTRS,-1.0,0.604067,0.26127100000000003,0.13466199999999998,3.0,2.0,2714.0,565.0,74.0
7778,2007-04-25,AUO.N,AU Optronics Corp,2078400.0,16.33,16.36,0.030000000000001137,1.0,RTRS,-1.0,0.367831,0.36178499999999997,0.270384,3.0,2.0,1041.0,218.0,8.0
7779,2007-04-25,AUO.N,AU Optronics Corp,2078400.0,16.33,16.36,0.030000000000001137,1.0,RTRS,-1.0,0.811837,0.129523,0.05864019999999999,3.0,3.0,3972.0,808.0,86.0
7780,2007-04-25,AUO.N,AU Optronics Corp,2078400.0,16.33,16.36,0.030000000000001137,1.0,RTRS,-1.0,0.7199439999999999,0.19742,0.08263619999999999,3.0,2.0,2607.0,561.0,73.0
7781,2007-04-25,AUO.N,AU Optronics Corp,2078400.0,16.33,16.36,0.030000000000001137,1.0,RTRS,-1.0,0.718152,0.19842,0.0834278,3.0,2.0,2607.0,561.0,73.0
7782,2007-04-25,AUO.N,AU Optronics Corp,2078400.0,16.33,16.36,0.030000000000001137,1.0,RTRS,-1.0,0.726471,0.193459,0.0800702,3.0,2.0,4825.0,959.0,95.0
7783,2007-04-25,AUO.N,AU Optronics Corp,2078400.0,16.33,16.36,0.030000000000001137,1.0,RTRS,-1.0,0.726471,0.193459,0.0800702,3.0,2.0,4870.0,970.0,96.0
7784,2007-04-25,AUY.N,Yamana Gold Inc,5540882.0,14.25,14.52,0.2699999999999996,1.0,RTRS,0.0,0.011288600000000001,0.7872560000000001,0.201455,3.0,0.0,274.0,63.0,4.0
7785,2007-04-25,AV.N,Aviva PLC,10705606.0,12.09,12.55,0.46000000000000085,1.0,PRN,1.0,0.30959000000000003,0.335536,0.354875,3.0,1.0,38281.0,5398.0,133.0
7786,2007-04-25,AV.N,Aviva PLC,10705606.0,12.09,12.55,0.46000000000000085,1.0,RTRS,0.0,0.17661300000000002,0.609793,0.213594,1.0,1.0,0.0,12.0,1.0
7787,2007-04-25,AV.N,Aviva PLC,10705606.0,12.09,12.55,0.46000000000000085,1.0,RTRS,0.0,0.016155700000000002,0.806295,0.177549,1.0,1.0,0.0,11.0,1.0
7788,2007-04-25,AV.N,Aviva PLC,10705606.0,12.09,12.55,0.46000000000000085,1.0,CNW,1.0,0.303877,0.34284699999999996,0.35327600000000003,3.0,1.0,38888.0,5536.0,134.0
7789,2007-04-25,AV.N,Aviva PLC,10705606.0,12.09,12.55,0.46000000000000085,1.0,RTRS,0.0,0.0110606,0.7842140000000001,0.204726,3.0,1.0,524.0,102.0,4.0
7790,2007-04-25,AV.N,Aviva PLC,10705606.0,12.09,12.55,0.46000000000000085,1.0,RTRS,1.0,0.07237489999999999,0.146123,0.781502,3.0,1.0,1199.0,251.0,11.0
7793,2007-04-25,AVCT.O,Avocent Corp,681915.0,27.45,27.71,0.26000000000000156,1.0,BSW,-1.0,0.7989149999999999,0.136969,0.0641153,3.0,1.0,4241.0,659.0,26.0
7794,2007-04-25,AVP.N,Avon Products Inc,2910000.0,38.55,39.86,1.3100000000000023,1.0,PRN,0.0,0.0117725,0.790561,0.197667,3.0,1.0,1434.0,283.0,9.0
7795,2007-04-25,AVT.N,Avnet Inc,2246700.0,39.15,39.37,0.21999999999999886,1.0,BSW,1.0,0.060344100000000005,0.22073,0.718925,3.0,1.0,2642.0,461.0,17.0
7796,2007-04-25,AVX.N,AVX Corp,1371302.0,16.23,17.58,1.3499999999999979,1.0,RTRS,0.0,0.0167666,0.926459,0.0567741,3.0,13.0,2104.0,404.0,14.0
7797,2007-04-25,AVX.N,AVX Corp,1371302.0,16.23,17.58,1.3499999999999979,1.0,RTRS,0.0,0.169736,0.611772,0.21849200000000002,1.0,1.0,0.0,11.0,1.0
7798,2007-04-25,AVX.N,AVX Corp,1371302.0,16.23,17.58,1.3499999999999979,1.0,BSW,1.0,0.363591,0.263826,0.372583,3.0,1.0,9494.0,1398.0,47.0
7799,2007-04-25,AVX.N,AVX Corp,1371302.0,16.23,17.58,1.3499999999999979,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,7.0,1.0
7800,2007-04-25,AVX.N,AVX Corp,1371302.0,16.23,17.58,1.3499999999999979,1.0,RTRS,0.0,0.14344400000000002,0.617545,0.239011,1.0,1.0,0.0,8.0,1.0
7801,2007-04-25,AVX.N,AVX Corp,1371302.0,16.23,17.58,1.3499999999999979,1.0,RTRS,0.0,0.016155700000000002,0.806295,0.177549,1.0,1.0,0.0,11.0,1.0
7802,2007-04-25,AVX.N,AVX Corp,1371302.0,16.23,17.58,1.3499999999999979,1.0,RTRS,-1.0,0.540503,0.155691,0.303806,3.0,1.0,792.0,162.0,3.0
7803,2007-04-25,AVX.N,AVX Corp,1371302.0,16.23,17.58,1.3499999999999979,1.0,RTRS,0.0,0.024715200000000003,0.927551,0.0477333,1.0,1.0,0.0,14.0,1.0
7804,2007-04-25,AVX.N,AVX Corp,1371302.0,16.23,17.58,1.3499999999999979,1.0,RTRS,0.0,0.129118,0.523825,0.347057,3.0,1.0,614.0,131.0,4.0
7807,2007-04-25,AXE.N,Anixter International Inc,763865.0,72.26,73.2,0.9399999999999977,1.0,RTRS,0.0,0.011257,0.7870699999999999,0.201673,3.0,0.0,261.0,62.0,4.0
7808,2007-04-25,AXE.N,Anixter International Inc,763865.0,72.26,73.2,0.9399999999999977,1.0,RTRS,1.0,0.0205327,0.18646300000000002,0.793004,3.0,7.0,6228.0,553.0,38.0
7814,2007-04-25,AZN.N,AstraZeneca PLC,1076468.0,55.41,55.58,0.1700000000000017,1.0,RNS,1.0,0.0894465,0.406146,0.504408,3.0,1.0,877.0,120.0,6.0
7815,2007-04-25,AZN.N,AstraZeneca PLC,1076468.0,55.41,55.58,0.1700000000000017,1.0,RTRS,1.0,0.31245300000000004,0.173172,0.514375,3.0,8.0,3428.0,605.0,24.0
7816,2007-04-25,AZN.N,AstraZeneca PLC,1076468.0,55.41,55.58,0.1700000000000017,1.0,RTRS,-1.0,0.47248199999999996,0.29636999999999997,0.231148,3.0,8.0,3803.0,678.0,27.0
7817,2007-04-25,AZN.N,AstraZeneca PLC,1076468.0,55.41,55.58,0.1700000000000017,1.0,RNS,0.0,0.0129745,0.792832,0.194194,3.0,1.0,1190.0,169.0,6.0
7821,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.123348,0.161721,0.7149310000000001,3.0,3.0,2614.0,460.0,22.0
7822,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.123348,0.161721,0.7149310000000001,3.0,3.0,5030.0,804.0,83.0
7823,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.0167285,0.922842,0.0604298,3.0,5.0,1912.0,366.0,13.0
7824,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.230667,0.5892350000000001,0.180099,1.0,1.0,0.0,17.0,1.0
7825,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,PRN,-1.0,0.59526,0.239767,0.164974,3.0,1.0,38719.0,5043.0,148.0
7826,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,7.0,1.0
7827,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.0164253,0.806599,0.176976,1.0,1.0,0.0,10.0,1.0
7828,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.0164253,0.806599,0.176976,1.0,1.0,0.0,10.0,1.0
7829,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.17661300000000002,0.609793,0.213594,1.0,1.0,0.0,12.0,1.0
7830,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.016155700000000002,0.806295,0.177549,1.0,1.0,0.0,11.0,1.0
7831,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.157039,0.614943,0.22801799999999997,1.0,1.0,0.0,14.0,1.0
7832,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.155444,0.615293,0.229262,1.0,1.0,0.0,13.0,1.0
7833,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.015940299999999998,0.8057350000000001,0.178325,1.0,1.0,0.0,12.0,1.0
7834,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,11.0,1.0
7835,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.0185384,0.9031950000000001,0.0782662,1.0,1.0,0.0,18.0,1.0
7836,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.12767,0.613611,0.25871900000000003,1.0,1.0,0.0,15.0,1.0
7837,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.20571799999999998,0.599701,0.194581,1.0,1.0,0.0,14.0,1.0
7838,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.027895599999999996,0.115302,0.8568030000000001,1.0,1.0,0.0,16.0,1.0
7839,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.0859795,0.151845,0.7621760000000001,3.0,1.0,574.0,113.0,4.0
7840,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,PRN,-1.0,0.5712,0.250564,0.17823599999999998,3.0,1.0,40725.0,5457.0,152.0
7841,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.819144,0.125228,0.0556283,1.0,1.0,0.0,13.0,1.0
7842,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.07121770000000001,0.313461,0.615321,3.0,1.0,1270.0,245.0,8.0
7843,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.782269,0.13758299999999998,0.08014810000000001,3.0,1.0,544.0,96.0,6.0
7844,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.15045,0.17153,0.67802,3.0,1.0,1547.0,315.0,16.0
7845,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.0453612,0.130676,0.8239629999999999,3.0,1.0,2680.0,473.0,19.0
7846,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.0453612,0.130676,0.8239629999999999,3.0,1.0,2680.0,473.0,19.0
7847,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.0453612,0.130676,0.8239629999999999,3.0,1.0,5097.0,819.0,80.0
7848,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.118691,0.160847,0.7204619999999999,3.0,1.0,1761.0,343.0,16.0
7849,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.0312931,0.11883699999999998,0.8498700000000001,3.0,0.0,924.0,166.0,7.0
7850,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.0644383,0.145282,0.79028,3.0,0.0,3341.0,512.0,68.0
7851,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.798127,0.137442,0.0644315,3.0,4.0,4448.0,713.0,76.0
7852,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.0917966,0.153354,0.754849,3.0,1.0,2724.0,530.0,23.0
7853,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.029184500000000002,0.116684,0.854132,3.0,15.0,2540.0,462.0,20.0
7854,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.029184500000000002,0.116684,0.854132,3.0,15.0,2540.0,462.0,20.0
7855,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.104227,0.156969,0.738804,3.0,1.0,4214.0,825.0,31.0
7856,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.00799559,0.449667,0.542338,1.0,0.0,0.0,21.0,1.0
7857,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,0.0,0.0179116,0.9238930000000001,0.058195800000000006,1.0,0.0,0.0,22.0,1.0
7858,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.5849810000000001,0.21548899999999999,0.19952999999999999,3.0,0.0,1179.0,229.0,8.0
7859,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.030142000000000002,0.11767799999999999,0.8521799999999999,3.0,20.0,2965.0,549.0,26.0
7860,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.030142000000000002,0.11767799999999999,0.8521799999999999,3.0,20.0,2965.0,549.0,26.0
7861,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.170185,0.169337,0.660478,3.0,1.0,5256.0,995.0,38.0
7862,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.00790425,0.44864899999999996,0.543447,3.0,15.0,3315.0,617.0,27.0
7863,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.00790425,0.44864899999999996,0.543447,3.0,15.0,3315.0,617.0,27.0
7864,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.00790425,0.44864899999999996,0.543447,3.0,15.0,5732.0,963.0,89.0
7865,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.00790425,0.44864899999999996,0.543447,3.0,14.0,3128.0,576.0,24.0
7866,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.00790425,0.44864899999999996,0.543447,3.0,14.0,5544.0,921.0,85.0
7867,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.0298152,0.117342,0.852843,1.0,1.0,0.0,12.0,2.0
7868,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.598376,0.24245500000000003,0.15917,3.0,1.0,2179.0,384.0,15.0
7869,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.335401,0.17109000000000002,0.49350900000000003,3.0,21.0,3306.0,614.0,27.0
7870,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.335401,0.17109000000000002,0.49350900000000003,3.0,21.0,3306.0,614.0,27.0
7871,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.335401,0.17109000000000002,0.49350900000000003,3.0,21.0,5723.0,960.0,88.0
7872,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.335401,0.17109000000000002,0.49350900000000003,3.0,21.0,5723.0,960.0,88.0
7873,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.814346,0.12800799999999998,0.0576453,3.0,25.0,4088.0,751.0,31.0
7874,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.814346,0.12800799999999998,0.0576453,3.0,25.0,4088.0,751.0,31.0
7875,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.814346,0.12800799999999998,0.0576453,3.0,25.0,6505.0,1097.0,92.0
7876,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.814346,0.12800799999999998,0.0576453,3.0,25.0,6505.0,1097.0,92.0
7877,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.420763,0.343383,0.235855,3.0,12.0,3112.0,583.0,20.0
7878,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.680363,0.22013600000000003,0.09950139999999999,3.0,10.0,3053.0,573.0,23.0
7879,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.814346,0.12800799999999998,0.0576453,3.0,31.0,5265.0,968.0,41.0
7880,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.814346,0.12800799999999998,0.0576453,3.0,31.0,5265.0,968.0,41.0
7881,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,-1.0,0.814346,0.12800799999999998,0.0576453,3.0,31.0,7682.0,1314.0,102.0
7882,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,PRN,1.0,0.09780950000000001,0.377693,0.524497,3.0,1.0,1771.0,335.0,13.0
7883,2007-04-25,BA.N,Boeing Co,7746459.0,93.15,94.69,1.539999999999992,1.0,RTRS,1.0,0.00724782,0.441208,0.5515439999999999,1.0,1.0,0.0,17.0,1.0
